"year","month","Residential.Commercial","BOROUGH","Ejectment","Eviction.Legal.Possession","Latitude","Longitude","Census.Tract","dtm"
"2022","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.782149,-73.948082,154,2022-02-08
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.679121,-73.880541,1192,2020-02-13
"2022","08","Commercial","MANHATTAN","Not an Ejectment","Possession",40.706666,-74.006824,7,2022-08-04
"2020","03","Commercial","MANHATTAN","Not an Ejectment","Possession",40.84963,-73.936293,271,2020-03-12
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.713482,-73.742335,540,2022-04-25
"2021","11","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.640179,-74.076597,3,2021-11-17
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.709168,-73.734463,582,2020-01-17
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.820883,-73.937264,232,2020-01-02
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.594254,-73.75121,101001,2020-01-15
"2022","05","Commercial","BROOKLYN","Not an Ejectment","Possession",40.677338,-73.972589,161,2022-05-10
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.819038,-73.91841,67,2020-03-12
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.897223,-73.858562,418,2020-02-11
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.636804,-73.88778,1020,2020-01-17
"2020","02","Commercial","MANHATTAN","Not an Ejectment","Possession",40.776219,-73.980023,153,2020-02-20
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.676912,-73.936347,311,2020-02-28
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.800291,-73.961295,193,2020-01-30
"2022","05","Commercial","QUEENS","Not an Ejectment","Possession",40.754441,-73.937077,33,2022-05-06
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.903468,-73.844553,442,2020-02-24
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.896204,-73.85379,434,2020-02-18
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.638567,-73.953718,790,2022-08-15
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.844146,-73.891619,36901,2020-02-13
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.661793,-73.959934,327,2022-05-31
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.854408,-73.882316,393,2020-01-22
"2021","12","Residential","QUEENS","Not an Ejectment","Possession",40.706863,-73.814631,214,2021-12-08
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.68865,-73.929369,385,2020-03-04
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.852093,-73.912163,243,2020-02-18
"2022","09","Commercial","BRONX","Not an Ejectment","Possession",40.90543,-73.897799,345,2022-09-30
"2022","05","Commercial","QUEENS","Not an Ejectment","Possession",40.746108,-73.8901,267,2022-05-19
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.707238,-73.9443,505,2022-09-09
"2021","10","Residential","QUEENS","Not an Ejectment","Possession",40.705713,-73.834403,134,2021-10-29
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.655459,-73.952974,820,2022-09-20
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.703773,-73.895613,581,2020-01-23
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.646608,-73.956296,794,2020-03-04
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.668643,-73.835151,88,2020-03-09
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.84754,-73.916242,21502,2020-02-19
"2021","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.663524,-73.932683,355,2021-07-09
"2022","04","Commercial","QUEENS","Not an Ejectment","Possession",40.739617,-73.924876,18501,2022-04-27
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.675127,-73.877246,1192,2020-03-09
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.676455,-73.944304,313,2022-05-11
"2022","05","Residential","MANHATTAN","Not an Ejectment","Possession",40.768747,-73.988816,139,2022-05-24
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.666813,-73.944171,333,2022-07-18
"2020","01","Commercial","QUEENS","Not an Ejectment","Possession",40.748107,-73.87936,26901,2020-01-08
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.735787,-73.784301,1347,2020-03-06
"2020","02","Residential","MANHATTAN","Not an Ejectment","Eviction",40.796755,-73.964699,189,2020-02-18
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.829205,-73.9027,185,2020-02-06
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.612718,-73.999525,276,2022-07-11
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.834531,-73.899946,149,2020-01-23
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.656142,-73.925994,864,2020-01-22
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.679448,-73.911748,371,2022-06-27
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.86613,-73.887324,40502,2020-02-18
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.692317,-73.973651,183,2022-06-21
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.706704,-73.941869,493,2020-01-03
"2022","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.665959,-73.916611,900,2022-02-17
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.659564,-73.926199,866,2020-01-17
"2021","12","Residential","QUEENS","Not an Ejectment","Possession",40.680636,-73.788492,288,2021-12-06
"2021","12","Residential","QUEENS","Not an Ejectment","Possession",40.680636,-73.788492,288,2021-12-06
"2022","05","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.600945,-74.131174,18702,2022-05-09
"2020","01","Commercial","QUEENS","Not an Ejectment","Possession",40.750734,-73.862854,405,2020-01-13
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.584298,-73.95629,608,2020-02-21
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.637257,-73.885808,1020,2020-01-13
"2022","05","Commercial","QUEENS","Not an Ejectment","Possession",40.764624,-73.911896,147,2022-05-04
"2021","08","Commercial","BROOKLYN","Not an Ejectment","Possession",40.651234,-73.958689,79602,2021-08-12
"2022","05","Residential","MANHATTAN","Not an Ejectment","Possession",40.807591,-73.951072,220,2022-05-02
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.667823,-73.86049,1220,2020-02-13
"2022","10","Residential","BROOKLYN","Not an Ejectment","Possession",40.6584,-73.929278,878,2022-10-03
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.86023,-73.907228,255,2020-01-23
"2022","03","Commercial","QUEENS","Not an Ejectment","Possession",40.67722,-73.790893,288,2022-03-23
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.856265,-73.866649,22403,2020-02-03
"2022","06","Residential","QUEENS","Not an Ejectment","Possession",40.697652,-73.739821,598,2022-06-28
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.725922,-73.952001,561,2022-08-17
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.876176,-73.851212,382,2020-02-11
"2022","07","Commercial","BRONX","Not an Ejectment","Possession",40.830865,-73.92817,189,2022-07-07
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.616711,-73.954705,538,2020-02-03
"2022","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.58415,-73.932763,622,2022-02-03
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.655385,-73.919039,888,2020-02-24
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.575048,-73.997455,342,2020-02-06
"2020","01","Commercial","MANHATTAN","Not an Ejectment","Possession",40.754276,-73.971879,90,2020-01-14
"2020","02","Commercial","MANHATTAN","Not an Ejectment","Possession",40.792132,-73.938046,162,2020-02-05
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.846336,-73.86073,238,2022-05-18
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.681677,-73.981605,127,2020-01-29
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.689116,-73.973035,181,2022-09-20
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.654285,-73.74748,694,2020-01-10
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.667616,-73.779421,294,2022-04-21
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.633408,-73.992445,236,2020-01-24
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.865054,-73.896545,401,2022-07-06
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.692078,-73.916001,415,2022-07-11
"2022","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.664552,-73.935194,355,2022-01-03
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.670118,-73.865814,1208,2022-08-18
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.678469,-73.928255,299,2022-08-10
"2022","07","Residential","MANHATTAN","Not an Ejectment","Possession",40.730503,-73.983168,34,2022-07-12
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.638724,-73.986142,230,2020-01-06
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.637075,-74.006096,104,2022-07-25
"2022","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.821148,-73.939973,232,2022-02-14
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.655006,-73.92291,864,2020-02-21
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.659131,-73.927252,866,2022-06-06
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.675811,-73.87281,1196,2022-06-08
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.817576,-73.896232,89,2020-01-28
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.7446,-73.918422,183,2020-01-10
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.653652,-73.98082,1502,2020-02-05
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.647615,-73.920237,934,2020-02-13
"2022","01","Residential","BRONX","Not an Ejectment","Possession",40.883987,-73.896364,279,2022-01-10
"2022","04","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.553026,-74.181873,17008,2022-04-12
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.831367,-73.926493,189,2022-07-08
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.847884,-73.921891,20501,2020-02-26
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.826858,-73.908904,185,2020-02-06
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.821666,-73.917221,69,2020-01-14
"2022","08","Commercial","BROOKLYN","Not an Ejectment","Possession",40.686237,-74.004136,51,2022-08-31
"2022","06","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.634735,-74.111712,105,2022-06-03
"2021","02","Commercial","BROOKLYN","Not an Ejectment","Possession",40.658878,-73.913787,896,2021-02-09
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.721883,-73.996078,43,2020-03-10
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.671074,-73.866042,1208,2020-01-07
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.832469,-73.846948,96,2020-01-09
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.856662,-73.900397,38301,2020-01-14
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.76096,-73.998617,129,2020-02-11
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.729428,-73.986012,40,2020-01-15
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.6849,-73.91632,373,2022-05-16
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.90524,-73.849534,414,2020-01-27
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.848449,-73.894185,37504,2020-03-05
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.62924,-73.96879,456,2020-03-02
"2022","07","Commercial","QUEENS","Not an Ejectment","Possession",40.70439,-73.78775,444,2022-07-01
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.808543,-73.912914,33,2020-01-07
"2021","08","Commercial","BROOKLYN","Not an Ejectment","Possession",40.638114,-73.953264,788,2021-08-11
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.634021,-74.020378,126,2022-06-27
"2022","02","Residential","BRONX","Not an Ejectment","Possession",40.857332,-73.894898,38302,2022-02-24
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.830756,-73.895634,153,2020-02-04
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.859892,-73.91015,255,2020-01-24
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.821171,-73.943124,232,2020-03-02
"2022","09","Commercial","BRONX","Not an Ejectment","Possession",40.828333,-73.925625,195,2022-09-07
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.669774,-73.948967,319,2020-01-17
"2020","01","Commercial","MANHATTAN","Not an Ejectment","Possession",40.788007,-73.976747,171,2020-01-21
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.684137,-73.916451,373,2022-04-26
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.808524,-73.943218,208,2020-02-03
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.64535,-73.970318,1522,2022-04-20
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.83048,-73.856225,78,2020-02-18
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.640129,-74.019176,72,2022-05-09
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.7605,-73.966007,108,2020-03-10
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.825121,-73.882172,52,2022-09-08
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.640898,-73.908045,964,2022-07-14
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.860904,-73.899129,23703,2020-03-04
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.602958,-73.997612,288,2022-08-03
"2022","06","Commercial","QUEENS","Not an Ejectment","Possession",40.755782,-73.883331,337,2022-06-07
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.891239,-73.862958,408,2020-01-21
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.748068,-73.95667,1,2020-01-16
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.662188,-73.894384,1128,2022-05-06
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.706749,-73.949425,511,2022-06-24
"2021","12","Residential","MANHATTAN","Not an Ejectment","Possession",40.859783,-73.927036,283,2021-12-23
"2021","12","Residential","MANHATTAN","Not an Ejectment","Possession",40.859783,-73.927036,283,2021-12-23
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.841412,-73.880463,361,2020-02-11
"2020","02","Commercial","BROOKLYN","Not an Ejectment","Possession",40.686294,-73.973466,181,2020-02-19
"2020","03","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.537701,-74.213671,20803,2020-03-02
"2022","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.68093,-73.959064,227,2022-02-07
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.876816,-73.918201,29302,2022-05-26
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.861367,-73.868229,33202,2022-05-10
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.821031,-73.899024,12901,2020-02-18
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.851754,-73.888563,391,2020-02-20
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.659284,-73.897448,1132,2020-02-25
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.639522,-74.02079,72,2020-01-02
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.851719,-73.92278,53,2020-02-06
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.699383,-73.754403,520,2020-03-10
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.833513,-73.88,56,2022-09-12
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.60499,-73.749524,103202,2020-02-26
"2022","10","Residential","MANHATTAN","Not an Ejectment","Possession",40.824278,-73.947443,227,2022-10-04
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.840675,-73.889373,367,2020-01-09
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.699693,-73.825001,14201,2022-08-12
"2022","01","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.622196,-74.083039,29,2022-01-25
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.889564,-73.89905,285,2020-02-06
"2022","03","Residential","QUEENS","Not an Ejectment","Possession",40.670269,-73.782793,294,2022-03-28
"2022","07","Commercial","MANHATTAN","Not an Ejectment","Possession",40.825906,-73.949183,229,2022-07-15
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.882184,-73.860192,390,2020-02-14
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.889174,-73.862124,408,2022-08-02
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.834588,-73.885441,161,2022-09-09
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.710265,-73.786963,462,2020-03-02
"2022","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.691443,-73.982251,15,2022-03-18
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.663801,-73.937859,331,2022-05-06
"2022","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.762347,-73.95874,116,2022-08-22
"2022","05","Residential","MANHATTAN","Not an Ejectment","Possession",40.759302,-73.992636,121,2022-05-13
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.863839,-73.891616,39901,2022-05-24
"2022","06","Commercial","MANHATTAN","Not an Ejectment","Possession",40.779902,-73.950258,154,2022-06-27
"2022","09","Commercial","MANHATTAN","Not an Ejectment","Possession",40.725704,-74.006195,37,2022-09-28
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.863974,-73.89821,401,2020-02-18
"2021","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.759865,-73.993925,121,2021-08-09
"2022","04","Residential","MANHATTAN","Not an Ejectment","Possession",40.799574,-73.959587,193,2022-04-15
"2020","03","Commercial","BRONX","Not an Ejectment","Possession",40.871804,-73.891209,409,2020-03-03
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.658082,-73.914599,896,2020-02-14
"2021","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.672624,-73.906617,908,2021-05-20
"2022","02","Residential","BRONX","Not an Ejectment","Possession",40.854139,-73.893631,385,2022-02-01
"2020","02","Commercial","MANHATTAN","Not an Ejectment","Possession",40.774615,-73.955984,138,2020-02-28
"2020","03","Commercial","BRONX","Not an Ejectment","Possession",40.848305,-73.868765,220,2020-03-03
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.753667,-73.85503,399,2020-03-09
"2022","05","Commercial","MANHATTAN","Not an Ejectment","Possession",40.819391,-73.945521,22102,2022-05-10
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.670203,-73.793403,792,2020-01-29
"2022","07","Residential","MANHATTAN","Not an Ejectment","Possession",40.800095,-73.943279,184,2022-07-26
"2022","04","Residential","BRONX","Not an Ejectment","Possession",40.859892,-73.91015,255,2022-04-11
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.857802,-73.895508,38302,2020-02-11
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.7605,-73.966007,108,2020-03-10
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.629253,-73.957049,772,2022-07-28
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.869928,-73.864326,338,2020-01-23
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.647807,-73.949239,824,2022-09-02
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.823854,-73.914032,141,2020-01-07
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.871838,-73.852701,348,2022-09-08
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.670118,-73.865814,1208,2020-01-07
"2022","02","Residential","BRONX","Not an Ejectment","Possession",40.842728,-73.846878,200,2022-02-10
"2022","03","Residential","BRONX","Not an Ejectment","Possession",40.855583,-73.897879,38302,2022-03-10
"2022","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.72298,-73.982755,32,2022-08-02
"2022","08","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.631882,-74.155222,231,2022-08-17
"2020","12","Residential","BROOKLYN","Not an Ejectment","Possession",40.65183,-73.961356,50801,2020-12-07
"2022","05","Residential","QUEENS","Not an Ejectment","Possession",40.603379,-73.74585,101001,2022-05-23
"2022","07","Residential","MANHATTAN","Not an Ejectment","Possession",40.791098,-73.977097,175,2022-07-15
"2022","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.651512,-73.953064,822,2022-02-17
"2022","03","Commercial","BROOKLYN","Not an Ejectment","Possession",40.692201,-73.986643,11,2022-03-31
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.599074,-73.795992,964,2020-01-22
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.8307,-73.941435,23501,2020-01-07
"2022","06","Residential","MANHATTAN","Not an Ejectment","Possession",40.789367,-73.941573,170,2022-06-22
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.628472,-74.01628,132,2020-01-28
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.885002,-73.878848,431,2020-03-02
"2021","11","Commercial","MANHATTAN","Not an Ejectment","Possession",40.796285,-73.938226,188,2021-11-15
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.865503,-73.922149,291,2020-01-07
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.671652,-73.774379,294,2020-01-06
"2022","10","Residential","BROOKLYN","Not an Ejectment","Possession",40.639829,-74.024426,22,2022-10-03
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.863316,-73.889209,397,2020-01-23
"2022","06","Residential","MANHATTAN","Not an Ejectment","Possession",40.726636,-73.984948,32,2022-06-02
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.838354,-73.867317,218,2022-09-23
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.850099,-73.900714,379,2020-02-11
"2021","05","Residential","MANHATTAN","Not an Ejectment","Possession",40.751916,-73.998686,103,2021-05-03
"2021","05","Residential","MANHATTAN","Not an Ejectment","Possession",40.751916,-73.998686,103,2021-05-03
"2020","01","Residential","MANHATTAN","Not an Ejectment","Eviction",40.708821,-73.998968,25,2020-01-14
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.833539,-73.886855,157,2020-01-14
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.65519,-73.918819,888,2020-01-23
"2022","04","Commercial","BROOKLYN","Not an Ejectment","Possession",40.605633,-74.009036,180,2022-04-27
"2022","06","Residential","MANHATTAN","Not an Ejectment","Possession",40.786016,-73.971032,173,2022-06-14
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.640813,-73.907922,964,2022-06-01
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.746155,-73.871287,465,2020-03-06
"2020","01","Commercial","QUEENS","Not an Ejectment","Possession",40.729894,-73.888954,497,2020-01-29
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.707669,-73.82783,136,2020-02-14
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.834836,-73.930157,193,2020-03-05
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.668095,-73.880218,1120,2022-09-07
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.870254,-73.849949,348,2020-01-15
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.851766,-73.927934,267,2020-03-05
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.598514,-74.005618,282,2022-08-25
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.761892,-73.926569,53,2020-01-17
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.695189,-73.930675,393,2022-07-18
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.725113,-73.94155,591,2022-05-16
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.655006,-73.92291,864,2020-02-21
"2022","08","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.644776,-74.08826,81,2022-08-31
"2022","09","Commercial","BROOKLYN","Not an Ejectment","Possession",40.721053,-73.959945,557,2022-09-29
"2022","06","Residential","QUEENS","Not an Ejectment","Possession",40.776348,-73.907114,113,2022-06-28
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.823167,-73.9387,234,2020-01-06
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.72389,-73.855697,71306,2020-01-15
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.863682,-73.920962,293,2020-02-11
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.882184,-73.860192,390,2020-02-14
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.617293,-73.990282,260,2020-03-06
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.769722,-73.877509,347,2022-04-08
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.8791,-73.873391,431,2020-02-20
"2020","01","Commercial","BROOKLYN","Not an Ejectment","Possession",40.656622,-73.930621,868,2020-01-08
"2021","08","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.552059,-74.173151,17012,2021-08-04
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.741828,-73.907281,245,2020-02-28
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.852188,-73.883484,393,2020-02-24
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.681161,-73.740758,620,2020-02-21
"2020","02","Commercial","BRONX","Not an Ejectment","Possession",40.884179,-73.896157,279,2020-02-13
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.618763,-74.030996,58,2022-09-09
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.67198,-73.919675,363,2020-03-11
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.88973,-73.858658,406,2020-02-20
"2022","04","Commercial","MANHATTAN","Not an Ejectment","Possession",40.730041,-73.994173,59,2022-04-28
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.849424,-73.921759,20501,2020-01-07
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.86423,-73.892353,39901,2020-02-28
"2021","12","Residential","BROOKLYN","Not an Ejectment","Possession",40.684081,-73.979592,39,2021-12-16
"2022","05","Commercial","BRONX","Not an Ejectment","Possession",40.816739,-73.920291,65,2022-05-03
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.738406,-73.898615,243,2020-02-19
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.639596,-73.945473,830,2022-08-16
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.742853,-74.002147,83,2020-02-27
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.645566,-73.946113,826,2020-02-25
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.871918,-73.902287,26702,2020-01-22
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.870075,-73.888959,40702,2020-02-10
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.642467,-73.958497,51602,2020-01-15
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.766347,-73.819303,1163,2022-08-01
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.668429,-73.874223,1118,2022-07-26
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.832517,-73.904383,145,2020-02-11
