"year","month","Residential.Commercial","BOROUGH","Ejectment","Eviction.Legal.Possession","Latitude","Longitude","Census.Tract","dtm"
"2022","01","Residential","QUEENS","Not an Ejectment","Possession",40.786185,-73.842963,947,2022-01-03
"2022","01","Residential","QUEENS","Not an Ejectment","Possession",40.786185,-73.842963,947,2022-01-03
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.867406,-73.869223,336,2020-01-07
"2022","05","Residential","QUEENS","Not an Ejectment","Possession",40.725062,-73.85765,71306,2022-05-16
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.647166,-73.885348,105804,2020-01-31
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.835492,-73.907805,14701,2020-03-05
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.670612,-73.781213,294,2020-01-27
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.85297,-73.903175,23501,2022-09-19
"2022","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.792731,-73.939501,180,2022-03-25
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.715348,-73.998673,29,2022-09-20
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.838884,-73.863149,21602,2022-09-07
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.871572,-73.899193,26702,2020-01-30
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.61417,-73.972677,440,2020-03-02
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.876678,-73.841234,358,2022-07-05
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.625258,-73.971476,46202,2022-05-05
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.857218,-73.902482,239,2022-07-07
"2022","07","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.633753,-74.141153,213,2022-07-25
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.853212,-73.918082,247,2020-02-11
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.820999,-73.95121,225,2020-03-09
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.66319,-73.925568,884,2022-07-18
"2020","01","Commercial","MANHATTAN","Not an Ejectment","Possession",40.729477,-73.987018,40,2020-01-06
"2020","02","Commercial","MANHATTAN","Not an Ejectment","Possession",40.751749,-73.990057,109,2020-02-06
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.695103,-73.78373,264,2020-01-15
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.718728,-73.940271,449,2020-02-27
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.616469,-74.032111,54,2020-02-14
"2021","12","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.558817,-74.167482,14607,2021-12-13
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.649258,-73.926218,862,2022-04-14
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.670848,-73.935649,353,2022-05-31
"2022","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.766008,-73.992975,135,2022-08-30
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.660139,-73.928256,880,2020-02-10
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.8305,-73.911642,143,2022-09-01
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.768074,-73.825403,1161,2022-04-21
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.866882,-73.920256,293,2020-01-02
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.679271,-73.916475,379,2020-01-08
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.744894,-73.922156,18102,2020-01-29
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.720299,-73.955068,517,2022-04-14
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.758684,-73.829051,853,2020-01-08
"2020","02","Commercial","QUEENS","Not an Ejectment","Possession",40.777619,-73.779649,99704,2020-02-06
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.574648,-74.005576,336,2020-03-04
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.823615,-73.909855,141,2020-02-13
"2022","09","Commercial","BROOKLYN","Not an Ejectment","Possession",40.654712,-73.930713,868,2022-09-02
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.852354,-73.920086,20502,2020-01-02
"2022","03","Residential","QUEENS","Not an Ejectment","Possession",40.746506,-73.919913,183,2022-03-25
"2020","01","Commercial","QUEENS","Not an Ejectment","Possession",40.765831,-73.810853,1155,2020-01-06
"2022","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.788584,-73.967242,177,2022-08-16
"2020","03","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.645345,-74.08447,7,2020-03-02
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.884023,-73.909524,295,2020-02-25
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.841378,-73.884171,359,2020-03-09
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.86608,-73.869156,336,2020-01-28
"2022","10","Residential","BRONX","Not an Ejectment","Possession",40.847864,-73.899225,379,2022-10-04
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.802753,-73.935645,242,2020-02-27
"2022","07","Residential","MANHATTAN","Not an Ejectment","Possession",40.797475,-73.970507,187,2022-07-13
"2022","07","Residential","QUEENS","Not an Ejectment","Possession",40.691671,-73.811738,152,2022-07-21
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.685607,-73.947274,249,2022-08-31
"2022","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.611856,-73.973564,440,2022-03-03
"2022","02","Residential","BRONX","Not an Ejectment","Possession",40.834853,-73.922998,197,2022-02-10
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.847066,-73.891593,373,2020-02-25
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.577737,-73.840041,93402,2020-01-17
"2020","02","Residential","BRONX","Not an Ejectment","Eviction",40.815466,-73.865445,20,2020-02-10
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.646587,-73.925648,946,2022-06-01
"2022","06","Residential","QUEENS","Not an Ejectment","Possession",40.739961,-73.8652,44302,2022-06-03
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.875131,-73.856501,368,2022-06-22
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.861262,-73.907502,255,2020-01-16
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.651241,-73.827792,884,2022-08-03
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.83364,-73.868711,76,2022-09-30
"2022","03","Residential","QUEENS","Not an Ejectment","Possession",40.736982,-73.864614,455,2022-03-18
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.869648,-73.90203,26701,2020-01-23
"2022","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.75992,-73.994055,121,2022-08-24
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.699745,-73.914358,441,2020-01-08
"2020","01","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.637613,-74.135861,207,2020-01-15
"2022","05","Commercial","MANHATTAN","Not an Ejectment","Possession",40.800002,-73.966045,191,2022-05-10
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.829862,-73.906374,145,2020-03-10
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.718158,-73.948378,515,2022-04-05
"2022","02","Commercial","MANHATTAN","Not an Ejectment","Possession",40.752377,-73.988028,109,2022-02-08
"2022","08","Commercial","BROOKLYN","Not an Ejectment","Possession",40.654628,-73.949969,818,2022-08-17
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.668157,-73.937332,335,2022-08-25
"2022","09","Commercial","MANHATTAN","Not an Ejectment","Possession",40.815643,-73.947157,226,2022-09-19
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.679312,-73.912942,371,2022-04-26
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.666483,-73.937777,335,2022-06-08
"2022","09","Residential","QUEENS","Not an Ejectment","Possession",40.692881,-73.85452,14,2022-09-29
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.761094,-73.98912,127,2020-02-06
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.837615,-73.938571,24301,2020-01-07
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.641142,-74.015847,74,2020-01-29
"2022","07","Residential","MANHATTAN","Not an Ejectment","Possession",40.789505,-73.941851,170,2022-07-06
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.838646,-73.847819,202,2020-02-11
"2022","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.604206,-74.010462,174,2022-03-28
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.656976,-73.952047,802,2020-01-15
"2022","10","Residential","BRONX","Not an Ejectment","Possession",40.839737,-73.866917,21601,2022-10-05
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.858696,-73.891906,385,2020-03-12
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.824185,-73.889578,119,2020-01-21
"2022","08","Commercial","BROOKLYN","Not an Ejectment","Possession",40.644505,-73.928291,846,2022-08-15
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.705176,-73.906146,589,2020-01-13
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.627025,-73.926379,676,2022-06-03
"2022","05","Commercial","QUEENS","Not an Ejectment","Possession",40.719753,-73.809674,77904,2022-05-12
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.69749,-73.971716,211,2020-03-09
"2022","05","Residential","QUEENS","Not an Ejectment","Possession",40.606699,-73.756389,103201,2022-05-18
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.602554,-73.756599,100802,2020-02-11
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.611741,-74.006832,172,2022-04-08
"2022","04","Commercial","MANHATTAN","Not an Ejectment","Possession",40.751123,-73.988844,109,2022-04-13
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.699534,-73.921596,431,2020-01-23
"2022","03","Residential","QUEENS","Not an Ejectment","Possession",40.714123,-73.765282,482,2022-03-22
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.854313,-73.936256,271,2020-02-21
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.638332,-73.942426,782,2022-06-08
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.672683,-73.77369,33402,2020-02-18
"2022","07","Residential","QUEENS","Not an Ejectment","Possession",40.738966,-73.852724,43701,2022-07-08
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.759963,-73.988355,121,2022-09-06
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.857927,-73.907119,251,2020-01-29
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.839289,-73.902426,167,2020-02-06
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.639715,-73.952989,790,2020-02-10
"2022","07","Commercial","QUEENS","Not an Ejectment","Possession",40.686967,-73.822265,15802,2022-07-13
"2022","01","Residential","BRONX","Not an Ejectment","Possession",40.839162,-73.880594,359,2022-01-10
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.662453,-73.949369,329,2022-05-25
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.877177,-73.861649,380,2022-07-15
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.854207,-73.882446,393,2020-03-04
"2021","12","Commercial","MANHATTAN","Not an Ejectment","Possession",40.808105,-73.94523,200,2021-12-06
"2021","12","Commercial","MANHATTAN","Not an Ejectment","Possession",40.808105,-73.94523,200,2021-12-06
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.695859,-73.922859,421,2022-05-06
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.871866,-73.884342,415,2022-07-07
"2022","06","Commercial","BRONX","Not an Ejectment","Possession",40.81257,-73.905904,31,2022-06-07
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.691773,-73.919842,399,2022-05-31
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.834437,-73.913393,17701,2020-01-10
"2022","02","Commercial","BRONX","Not an Ejectment","Possession",40.848108,-73.90906,22701,2022-02-16
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.856662,-73.900397,38301,2020-01-14
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.684159,-73.912683,373,2020-03-13
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.848108,-73.924136,20501,2022-05-18
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.868234,-73.863443,340,2020-02-25
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.655427,-73.873963,1070,2022-05-18
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.825526,-73.914261,143,2020-01-09
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.630298,-73.942559,776,2020-01-13
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.680613,-73.86943,1186,2020-03-06
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.847305,-73.833797,26601,2022-08-10
"2020","02","Commercial","MANHATTAN","Not an Ejectment","Possession",40.83976,-73.940705,251,2020-02-11
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.576739,-74.004503,336,2020-01-07
"2022","03","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.563124,-74.11106,12806,2022-03-22
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.598376,-73.763982,992,2022-08-31
"2021","12","Commercial","MANHATTAN","Not an Ejectment","Possession",40.762574,-73.998386,129,2021-12-06
"2021","12","Commercial","MANHATTAN","Not an Ejectment","Possession",40.762574,-73.998386,129,2021-12-06
"2022","07","Residential","MANHATTAN","Not an Ejectment","Possession",40.817998,-73.954128,219,2022-07-28
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.849669,-73.904312,23502,2020-01-09
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.828272,-73.920754,18301,2020-01-16
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.730753,-73.858764,71701,2020-03-02
"2022","08","Commercial","BROOKLYN","Not an Ejectment","Possession",40.685935,-73.972608,181,2022-08-24
"2022","07","Commercial","BRONX","Not an Ejectment","Possession",40.843106,-73.847668,200,2022-07-07
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.771976,-73.951795,136,2020-01-07
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.653693,-73.957693,79602,2022-04-27
"2022","06","Residential","MANHATTAN","Not an Ejectment","Possession",40.75283,-73.97293,90,2022-06-27
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.890542,-73.860146,408,2022-09-26
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.841585,-73.86104,21001,2020-02-04
"2022","08","Commercial","MANHATTAN","Not an Ejectment","Possession",40.784959,-73.953724,16001,2022-08-09
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.798084,-73.968115,187,2022-09-27
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.827136,-73.902508,135,2020-02-04
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.719918,-73.997078,41,2020-01-14
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.874287,-73.840954,358,2022-07-05
"2022","06","Residential","MANHATTAN","Not an Ejectment","Possession",40.762292,-73.95861,116,2022-06-27
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.840311,-73.91293,223,2020-01-06
"2022","05","Residential","QUEENS","Not an Ejectment","Possession",40.743373,-73.870015,463,2022-05-04
